feature_name,sensor,normal_mean,anomaly_mean,mean_difference,normal_std,anomaly_std,normal_median,anomaly_median,cohens_d,mann_whitney_u,p_value,mutual_info
"Pressure__fft_coefficient__attr_""angle""__coeff_11",Pressure,4.1112,17.5878,13.4767,105.8581,117.7285,16.1539,39.2066,0.1201,37998.0,0.10359615410025415,0.0
"Vibration__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.8",Vibration,-0.0002,0.0154,0.0156,0.0107,0.1813,0.0,0.0033,0.1186,36062.5,0.009157331095108237,0.3226
"Noise__fft_coefficient__attr_""angle""__coeff_9",Noise,-0.7742,12.1052,12.8794,102.721,115.5761,-0.0356,39.567,0.1175,38147.0,0.12047645170951696,0.0
Pressure__ratio_beyond_r_sigma__r_0.5,Pressure,0.6353,0.6247,-0.0106,0.0887,0.0919,0.6333,0.6333,0.1171,43113.5,0.34218480899908554,0.0
"Noise__cwt_coefficients__coeff_14__w_2__widths_(2, 5, 10, 20)",Noise,0.039,-0.2649,-0.3039,0.5746,3.5606,0.0374,-0.2581,0.1166,45517.0,0.03148657125748929,0.2912
"Vibration__cwt_coefficients__coeff_11__w_2__widths_(2, 5, 10, 20)",Vibration,-0.0009,-0.0244,-0.0235,0.0298,0.2791,-0.0011,-0.0356,0.1159,46273.0,0.011379208124899945,0.362
"Motor_Current__agg_linear_trend__attr_""slope""__chunk_len_10__f_agg_""var""",Motor_Current,0.0003,0.0245,0.0242,0.0012,0.2909,0.0002,0.0108,0.1151,35923.0,0.007572595013778608,0.5885
"Pressure__cwt_coefficients__coeff_13__w_2__widths_(2, 5, 10, 20)",Pressure,-0.004,-0.0334,-0.0294,0.0477,0.3546,-0.0064,-0.0228,0.1136,43483.0,0.2590733386455909,0.3287
"Temperature__cwt_coefficients__coeff_11__w_2__widths_(2, 5, 10, 20)",Temperature,-0.0099,-0.1576,-0.1476,0.3482,1.7852,-0.0251,-0.1078,0.1124,43536.0,0.24799962668217668,0.2479
Motor_Current__fourier_entropy__bins_3,Motor_Current,0.7708,0.7433,-0.0275,0.2167,0.268,0.8305,0.8314,0.1123,41599.5,0.8553463162409504,0.0505
"Pressure__cwt_coefficients__coeff_11__w_2__widths_(2, 5, 10, 20)",Pressure,-0.0028,-0.0302,-0.0274,0.045,0.3388,-0.002,-0.0299,0.1111,44872.0,0.06774596616582339,0.3237
"Pressure__cwt_coefficients__coeff_9__w_2__widths_(2, 5, 10, 20)",Pressure,0.0014,0.0291,0.0276,0.0442,0.3461,0.0011,-0.0019,0.1095,41594.0,0.8577993300442627,0.3309
Motor_Current__friedrich_coefficients__coeff_0__m_3__r_30,Motor_Current,0.0504,-0.0177,-0.0682,0.7587,0.4735,0.0183,0.0183,0.109,41239.0,0.9992809519255251,0.2664
"Vibration__fft_coefficient__attr_""angle""__coeff_13",Vibration,2.8132,15.0432,12.23,106.1714,118.9631,4.155,27.0571,0.1082,38445.0,0.16061605549780356,0.0
"Temperature__fft_coefficient__attr_""real""__coeff_4",Temperature,-0.1531,-0.7089,-0.5558,1.0932,7.0385,-0.1031,-0.3764,0.108,43397.0,0.27776196627794403,0.314
Vibration__ar_coefficient__coeff_1__k_10,Vibration,0.126,0.0889,-0.0371,0.3599,0.3343,0.0916,0.1175,0.1071,42341.0,0.5791566478742616,0.0197
Noise__number_peaks__n_10,Noise,0.438,0.3854,-0.0526,0.4961,0.4867,0.0,0.0,0.107,43405.0,0.20104213216651468,0.0
"Temperature__cwt_coefficients__coeff_13__w_2__widths_(2, 5, 10, 20)",Temperature,-0.0164,-0.169,-0.1526,0.3612,1.9509,0.0065,-0.1754,0.1065,44604.0,0.09064663311167984,0.2805
Vibration__permutation_entropy__dimension_5__tau_1,Vibration,3.0566,3.0705,0.0139,0.1198,0.1559,3.078,3.0981,0.0995,35970.5,0.007776373105579369,0.0477
Vibration__permutation_entropy__dimension_6__tau_1,Vibration,3.173,3.1644,-0.0086,0.0708,0.0999,3.2189,3.2189,0.0988,42030.0,0.6579302056234502,0.0044
Vibration__friedrich_coefficients__coeff_1__m_3__r_30,Vibration,0.1594,0.5334,0.3741,0.0,5.2457,0.1594,0.1594,0.0985,41237.0,1.0,0.1613
"Motor_Current__fft_coefficient__attr_""angle""__coeff_13",Motor_Current,0.4283,11.2727,10.8444,104.18,116.1126,8.4243,15.3262,0.0981,38477.0,0.16546631474638285,0.032
Pressure__max_langevin_fixed_point__m_3__r_30,Pressure,8.7876,8.9173,0.1298,0.0,1.8297,8.7876,8.7876,0.098,41237.0,1.0,0.1899
Temperature__has_duplicate_max,Temperature,0.0401,0.0233,-0.0169,0.1963,0.1507,0.0,0.0,0.0971,41933.5,0.2461414483227461,0.0
"Temperature__fft_coefficient__attr_""angle""__coeff_13",Temperature,1.6924,12.118,10.4256,105.301,110.9467,0.4378,12.9308,0.0963,38808.0,0.22225284358860153,0.0
Temperature__permutation_entropy__dimension_6__tau_1,Temperature,3.1967,3.2004,0.0037,0.0403,0.0369,3.2189,3.2189,0.0956,39330.0,0.21605564176369674,0.0037
"Temperature__augmented_dickey_fuller__attr_""teststat""__autolag_""AIC""",Temperature,-3.2927,-3.4489,-0.1562,1.2989,1.8899,-3.305,-3.8325,0.0955,46641.0,0.0066118062991614435,0.0302
"Motor_Current__cwt_coefficients__coeff_13__w_2__widths_(2, 5, 10, 20)",Motor_Current,-0.0076,-0.0642,-0.0566,0.0547,0.8269,-0.0082,-0.0313,0.0944,43702.0,0.2154740147047588,0.3876
"Temperature__fft_coefficient__attr_""angle""__coeff_8",Temperature,17.0874,6.8071,-10.2803,104.7314,114.0039,38.7348,25.0789,0.0937,43263.0,0.30867202801510274,0.0
"Noise__fft_coefficient__attr_""angle""__coeff_13",Noise,4.4599,14.622,10.1621,106.439,111.7621,0.9842,30.446,0.093,39120.0,0.28744246472900103,0.0396
Motor_Current__permutation_entropy__dimension_5__tau_1,Motor_Current,3.1145,3.1052,-0.0094,0.0979,0.1042,3.1515,3.0981,0.0927,43185.5,0.3215416639007088,0.0084
"Pressure__fft_coefficient__attr_""imag""__coeff_13",Pressure,0.002,0.0916,0.0896,0.1734,1.3266,0.0058,0.0875,0.0927,39074.0,0.27709496667764144,0.3478
"Noise__cwt_coefficients__coeff_11__w_2__widths_(2, 5, 10, 20)",Noise,0.0115,-0.2367,-0.2483,0.5731,3.7284,-0.0024,-0.3489,0.0911,45781.0,0.0223977253600461,0.2774
"Pressure__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.2",Pressure,0.001,0.0049,0.0039,0.0079,0.0604,0.0,0.005,0.0889,38131.5,0.11860889326790912,0.294
"Motor_Current__fft_coefficient__attr_""imag""__coeff_13",Motor_Current,0.0042,0.2015,0.1973,0.2154,3.0679,0.0131,0.2271,0.0887,38995.0,0.25992277827767285,0.4609
"Motor_Current__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.4",Motor_Current,0.0005,0.01,0.0095,0.0116,0.1484,0.0,0.0,0.0886,37178.5,0.04005506015233412,0.298
"Noise__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.2",Noise,0.0064,0.0456,0.0392,0.0819,0.6075,0.0061,0.09,0.0885,34852.0,0.001332722572727161,0.2959
"Noise__fft_coefficient__attr_""imag""__coeff_13",Noise,-0.0235,0.9548,0.9784,1.9647,15.2092,0.0206,1.9346,0.0882,37867.0,0.09035951032385571,0.3833
"Vibration__fft_coefficient__attr_""imag""__coeff_13",Vibration,0.0038,0.0695,0.0656,0.0842,1.0277,0.0021,0.0345,0.088,39132.0,0.2901841519185965,0.4146
Temperature__energy_ratio_by_chunks__num_segments_10__segment_focus_5,Temperature,0.1,0.1002,0.0002,0.0007,0.0033,0.1,0.0996,0.0866,43578.0,0.23946268090514045,0.3188
"Motor_Current__augmented_dickey_fuller__attr_""usedlag""__autolag_""AIC""",Motor_Current,1.8212,2.0664,0.2453,2.8324,2.8429,0.0,1.0,0.0864,38414.5,0.1232871115146044,0.0
"Vibration__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.4",Vibration,0.0002,0.004,0.0037,0.0049,0.0598,0.0,0.0,0.0859,40303.0,0.6354674283553773,0.3349
Pressure__permutation_entropy__dimension_7__tau_1,Pressure,3.1747,3.1732,-0.0015,0.0161,0.0201,3.1781,3.1781,0.0845,42018.0,0.3303918738102537,0.0081
"Vibration__cwt_coefficients__coeff_14__w_2__widths_(2, 5, 10, 20)",Vibration,0.0052,-0.0111,-0.0163,0.0291,0.265,0.0062,-0.0054,0.0843,43676.0,0.2203546993812694,0.3566
Noise__ratio_beyond_r_sigma__r_0.5,Noise,0.6345,0.6277,-0.0069,0.0787,0.0866,0.6333,0.6333,0.0828,43072.0,0.3528806241509813,0.0
"Motor_Current__fft_coefficient__attr_""imag""__coeff_12",Motor_Current,0.0027,0.1773,0.1747,0.2259,2.92,0.002,0.3108,0.0824,37185.0,0.04172262357557028,0.4485
"Temperature__cwt_coefficients__coeff_9__w_2__widths_(2, 5, 10, 20)",Temperature,-0.0267,0.0869,0.1137,0.356,1.8864,-0.0183,0.0628,0.082,39201.0,0.3062896640439281,0.2827
Motor_Current__symmetry_looking__r_0.2,Motor_Current,1.0,0.9967,-0.0033,0.0,0.0575,1.0,1.0,0.0798,41374.0,0.34180045709096196,0.0226
Temperature__large_standard_deviation__r_0.2,Temperature,0.9599,0.9435,-0.0163,0.1963,0.2308,1.0,1.0,0.0759,41910.5,0.36422731387233753,0.0
Motor_Current__ar_coefficient__coeff_2__k_10,Motor_Current,-0.0492,-0.0733,-0.024,0.3123,0.3223,-0.0267,-0.0608,0.0757,43726.0,0.21103833000742567,0.0028
"Pressure__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.4",Pressure,-0.0004,0.0038,0.0042,0.0091,0.0767,0.0,0.0067,0.0752,35807.0,0.00635289556363323,0.279
Vibration__partial_autocorrelation__lag_8,Vibration,0.3592,-0.0989,-0.4581,8.8399,0.3366,-0.1545,-0.0796,0.075,33082.0,4.1595067868327065e-05,0.0245
Motor_Current__number_peaks__n_10,Motor_Current,0.354,0.3189,-0.0351,0.4782,0.4661,0.0,0.0,0.0743,42683.5,0.37424112454956304,0.0255
"Motor_Current__fft_coefficient__attr_""angle""__coeff_8",Motor_Current,10.2072,18.3807,8.1735,107.1913,114.894,24.5194,45.0361,0.0734,39052.0,0.2722369897722571,0.0
"Pressure__fft_coefficient__attr_""imag""__coeff_12",Pressure,-0.0219,0.0471,0.069,0.1674,1.2888,-0.0191,0.1563,0.0734,35555.0,0.004296761162967067,0.344
"Temperature__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.6",Temperature,0.0011,0.0295,0.0284,0.0647,0.5411,0.0,0.0,0.0721,41254.0,0.9933339397406992,0.2316
"Motor_Current__cwt_coefficients__coeff_11__w_2__widths_(2, 5, 10, 20)",Motor_Current,-0.0071,-0.0473,-0.0402,0.0571,0.7693,-0.0094,-0.0782,0.072,47283.0,0.0023779313227140116,0.3742
"Noise__cwt_coefficients__coeff_7__w_2__widths_(2, 5, 10, 20)",Noise,0.403,0.5803,0.1773,0.6006,3.4364,0.4057,0.4054,0.0703,41393.0,0.9377055477249533,0.2521
"Vibration__cwt_coefficients__coeff_7__w_2__widths_(2, 5, 10, 20)",Vibration,-0.0019,0.0112,0.0131,0.029,0.2603,-0.0025,0.0033,0.0692,40795.0,0.8243940145382489,0.3429
"Noise__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.2",Noise,-0.0023,0.0404,0.0427,0.1363,0.8443,0.0,0.0,0.0691,40278.5,0.6273351856435168,0.1415
"Pressure__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.8",Pressure,0.0028,-0.0105,-0.0133,0.0243,0.2661,0.0,0.0,0.0689,42302.5,0.590715438540915,0.2681
Noise__large_standard_deviation__r_0.30000000000000004,Noise,0.0219,0.0332,0.0113,0.1463,0.1792,0.0,0.0,0.0689,40770.0,0.41049362808052303,0.0174
Pressure__number_cwt_peaks__n_1,Pressure,5.6898,5.6279,-0.0619,0.9449,0.8594,6.0,6.0,0.0687,42758.5,0.4174390189537779,0.0186
"Noise__cwt_coefficients__coeff_8__w_2__widths_(2, 5, 10, 20)",Noise,0.0471,0.2087,0.1616,0.5813,3.2083,0.0853,-0.0731,0.0686,42381.0,0.5654800431132192,0.2685
"Pressure__fft_coefficient__attr_""angle""__coeff_14",Pressure,0.6866,8.3732,7.6866,106.2826,119.6376,-3.2668,28.8511,0.0677,39572.0,0.4028317526018297,0.0291
"Vibration__fft_coefficient__attr_""angle""__coeff_11",Vibration,16.5831,8.9921,-7.591,106.0026,117.8459,13.4217,27.9996,0.0676,42888.0,0.4067999402413027,0.0364
Noise__partial_autocorrelation__lag_9,Noise,-0.0313,-0.048,-0.0167,0.2769,0.2256,-0.0382,-0.0501,0.0664,42094.0,0.6668499433311473,0.0142
"Pressure__fft_coefficient__attr_""angle""__coeff_8",Pressure,13.4827,20.8948,7.4121,110.0773,117.2688,23.6905,57.5493,0.0651,39298.0,0.3299143363312359,0.0199
"Motor_Current__cwt_coefficients__coeff_9__w_2__widths_(2, 5, 10, 20)",Motor_Current,-0.0026,0.0351,0.0377,0.0573,0.8096,-0.0031,0.0089,0.0642,40868.0,0.8530663620388532,0.4078
"Pressure__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.6",Pressure,0.0013,0.007,0.0057,0.0157,0.1236,0.0,0.0045,0.063,39411.0,0.35888015221356007,0.3267
Vibration__permutation_entropy__dimension_7__tau_1,Vibration,3.1634,3.1599,-0.0035,0.0423,0.0679,3.1781,3.1781,0.0616,41002.0,0.8429691061202175,0.0
Pressure__friedrich_coefficients__coeff_0__m_3__r_30,Pressure,-0.1075,-0.0778,0.0298,0.0,0.672,-0.1075,-0.1075,0.0613,41237.0,1.0,0.1845
Motor_Current__permutation_entropy__dimension_7__tau_1,Motor_Current,3.1737,3.1723,-0.0014,0.023,0.0224,3.1781,3.1781,0.061,42282.5,0.20494109384487957,0.0229
"Motor_Current__fft_coefficient__attr_""angle""__coeff_12",Motor_Current,1.9653,8.7347,6.7694,106.0857,121.5083,5.203,19.5426,0.0592,39766.0,0.45986417531178325,0.0281
"Vibration__cwt_coefficients__coeff_10__w_2__widths_(2, 5, 10, 20)",Vibration,-0.0027,0.0087,0.0114,0.0293,0.265,0.0006,-0.012,0.0589,42213.0,0.6239326237531556,0.3749
Noise__permutation_entropy__dimension_7__tau_1,Noise,3.1759,3.1752,-0.0008,0.0108,0.015,3.1781,3.1781,0.0585,41391.0,0.8163989761310818,0.0
"Pressure__fft_coefficient__attr_""angle""__coeff_13",Pressure,8.0697,14.4486,6.3789,104.5559,116.284,15.4078,24.3615,0.0575,39531.0,0.3913448178643658,0.0
Noise__friedrich_coefficients__coeff_0__m_3__r_30,Noise,-0.0174,-0.0012,0.0162,0.4109,0.0321,-0.0009,-0.0009,0.0569,37579.0,0.06476491641246523,0.3815
Vibration__large_standard_deviation__r_0.30000000000000004,Vibration,0.0803,0.0963,0.0161,0.2717,0.2951,0.0,0.0,0.0565,40575.0,0.4995742896351094,0.0066
"Temperature__fft_coefficient__attr_""imag""__coeff_13",Temperature,0.0267,0.3058,0.2792,1.0851,7.0053,0.005,0.2266,0.0545,40358.0,0.6588275814349189,0.329
"Motor_Current__agg_linear_trend__attr_""rvalue""__chunk_len_5__f_agg_""var""",Motor_Current,0.0701,0.0961,0.026,0.4814,0.4769,0.0824,0.09,0.0542,39977.0,0.5267190668642466,0.028
Motor_Current__large_standard_deviation__r_0.2,Motor_Current,0.9672,0.9568,-0.0103,0.1782,0.2033,1.0,1.0,0.0539,41663.5,0.5193087989491689,0.0086
Temperature__has_duplicate_min,Temperature,0.0328,0.0432,0.0103,0.1782,0.2033,0.0,0.0,0.0539,40810.5,0.5193087989491689,0.0142
Noise__number_cwt_peaks__n_1,Noise,5.7117,5.6611,-0.0505,0.9556,0.9566,6.0,6.0,0.0529,41884.5,0.731757568782986,0.0
Noise__lempel_ziv_complexity__bins_100,Noise,0.8715,0.8691,-0.0024,0.0441,0.0475,0.8667,0.8667,0.0529,41663.0,0.8266549050856227,0.0451
Temperature__ar_coefficient__coeff_4__k_10,Temperature,-0.0237,-0.0062,0.0174,0.2942,0.3619,-0.0426,0.0287,0.0526,38439.0,0.15971871571461715,0.0266
"Motor_Current__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.8",Motor_Current,0.0008,0.0227,0.0219,0.0285,0.5818,0.0,0.0,0.0519,37677.0,0.07255733197909339,0.3093
"Temperature__fft_coefficient__attr_""imag""__coeff_12",Temperature,-0.0332,0.2469,0.2801,0.9806,7.4111,0.1007,0.4375,0.0518,39051.0,0.27201756635080665,0.3163
"Noise__cwt_coefficients__coeff_9__w_2__widths_(2, 5, 10, 20)",Noise,-0.04,0.0869,0.127,0.5861,3.3888,-0.0604,-0.1614,0.0511,42172.0,0.6385851346200269,0.3078
"Vibration__fft_coefficient__attr_""angle""__coeff_14",Vibration,14.3817,8.3815,-6.0002,115.2147,120.801,32.3051,35.0003,0.0508,42552.0,0.5088270348905348,0.0091
Vibration__fourier_entropy__bins_100,Vibration,2.4328,2.4129,-0.0199,0.3978,0.386,2.5993,2.5127,0.0507,45114.0,0.050035013844671794,0.0245
"Motor_Current__cwt_coefficients__coeff_8__w_2__widths_(2, 5, 10, 20)",Motor_Current,0.0128,0.0402,0.0275,0.0549,0.7512,0.0108,0.0059,0.0504,41529.0,0.8835208885396213,0.3886
"Vibration__fft_coefficient__attr_""angle""__coeff_10",Vibration,16.9881,21.9227,4.9346,100.5291,115.9236,22.0988,46.1021,0.0453,39510.5,0.385676628568712,0.0615
Pressure__number_peaks__n_10,Pressure,0.3467,0.3256,-0.0211,0.4759,0.4686,0.0,0.0,0.0448,42108.5,0.5924952686621632,0.0102
"Temperature__cwt_coefficients__coeff_14__w_2__widths_(2, 5, 10, 20)",Temperature,-0.0277,-0.0895,-0.0618,0.3481,1.9602,-0.0245,-0.1525,0.043,43160.0,0.33392166591570194,0.2564
"Pressure__change_quantiles__f_agg_""mean""__isabs_False__qh_0.2__ql_0.0",Pressure,0.0018,-0.0014,-0.0032,0.0183,0.1009,0.0,0.004,0.0429,39053.5,0.2713041947727495,0.2175
Noise__number_peaks__n_1,Noise,8.7993,8.7475,-0.0518,1.1714,1.2586,9.0,9.0,0.0425,42037.0,0.67750880455606,0.0177
Noise__permutation_entropy__dimension_6__tau_1,Noise,3.2005,3.1989,-0.0016,0.0381,0.0371,3.2189,3.2189,0.0419,42561.5,0.3805704538695094,0.0
"Vibration__augmented_dickey_fuller__attr_""usedlag""__autolag_""AIC""",Vibration,2.4635,2.3289,-0.1346,3.3615,3.153,0.0,1.0,0.0414,40775.5,0.8026810825540526,0.0053
"Pressure__cwt_coefficients__coeff_14__w_2__widths_(2, 5, 10, 20)",Pressure,-0.0033,-0.0137,-0.0104,0.0441,0.3573,-0.0044,-0.0213,0.0401,44081.0,0.15296465129259806,0.2901
"Noise__augmented_dickey_fuller__attr_""usedlag""__autolag_""AIC""",Noise,2.0,1.8837,-0.1163,3.0459,2.8628,0.0,0.0,0.0394,41417.5,0.9201441043903588,0.0033
"Noise__fft_coefficient__attr_""imag""__coeff_12",Noise,0.0313,0.4554,0.4241,2.1489,14.8881,0.0996,0.5578,0.039,39645.0,0.423777490771172,0.3543
"Noise__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.8",Noise,-0.0107,0.0613,0.072,0.2813,2.5347,0.0,0.0,0.039,37685.0,0.07340783547658053,0.2756
"Motor_Current__fft_coefficient__attr_""angle""__coeff_9",Motor_Current,8.6569,12.9549,4.298,106.6019,114.8228,4.8773,43.6723,0.0387,40234.0,0.6143635514334885,0.0116
Vibration__large_standard_deviation__r_0.2,Vibration,0.9781,0.9834,0.0053,0.1463,0.1278,1.0,1.0,0.0386,41019.0,0.6449890649422517,0.015
"Motor_Current__cwt_coefficients__coeff_14__w_2__widths_(2, 5, 10, 20)",Motor_Current,-0.0055,-0.0276,-0.0221,0.0506,0.7932,-0.0055,-0.021,0.0384,42373.0,0.5682029135694033,0.4187
"Motor_Current__cwt_coefficients__coeff_7__w_2__widths_(2, 5, 10, 20)",Motor_Current,0.078,0.0997,0.0216,0.0522,0.7911,0.0782,0.073,0.0377,41796.0,0.7789397071122465,0.3583
Temperature__permutation_entropy__dimension_7__tau_1,Temperature,3.1748,3.1754,0.0006,0.0163,0.0139,3.1781,3.1781,0.0368,41072.0,0.8113945689877018,0.017
Motor_Current__fourier_entropy__bins_2,Motor_Current,0.4728,0.4677,-0.0051,0.1419,0.1537,0.4826,0.4826,0.0345,41460.0,0.909650794024337,0.0
Vibration__mean_second_derivative_central,Vibration,-0.0,0.0002,0.0002,0.0008,0.0093,0.0,0.0002,0.0338,40223.0,0.6104503348297177,0.3294
Vibration__lempel_ziv_complexity__bins_10,Vibration,0.6011,0.6022,0.0011,0.0288,0.0383,0.6,0.6,0.0329,38705.0,0.18060578890384793,0.0118
Noise__large_standard_deviation__r_0.2,Noise,0.9781,0.9734,-0.0047,0.1463,0.1608,1.0,1.0,0.0304,41430.0,0.7170378581410852,0.0026
Pressure__partial_autocorrelation__lag_6,Pressure,-0.0317,-0.0259,0.0059,0.2068,0.1928,-0.0237,-0.0141,0.0294,40678.0,0.7789397071122465,0.0
"Vibration__fft_coefficient__attr_""imag""__coeff_12",Vibration,0.0023,-0.0166,-0.0189,0.0918,0.9155,-0.0053,-0.0336,0.0284,42403.0,0.5580246372340415,0.4104
Temperature__mean_second_derivative_central,Temperature,-0.0006,0.0008,0.0013,0.0093,0.0651,0.0002,-0.0029,0.0283,41785.5,0.782989893466572,0.3423
Temperature__partial_autocorrelation__lag_3,Temperature,0.0587,0.0538,-0.0049,0.1751,0.1942,0.0674,0.0429,0.0264,42531.0,0.5156207460258007,0.0195
Motor_Current__number_cwt_peaks__n_1,Motor_Current,5.6314,5.608,-0.0234,0.9509,0.8698,6.0,6.0,0.0257,41608.5,0.8433249750559342,0.0
"Noise__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.6",Noise,0.0255,0.0012,-0.0243,0.1755,1.4091,0.0144,0.1225,0.0237,39443.0,0.3673703681202687,0.3579
Motor_Current__ar_coefficient__coeff_1__k_10,Motor_Current,0.0157,0.0227,0.007,0.2965,0.3423,0.0117,0.0053,0.0217,41363.0,0.949705935333863,0.029
Vibration__large_standard_deviation__r_0.25,Vibration,0.5146,0.5249,0.0103,0.4998,0.4994,1.0,1.0,0.0207,40811.5,0.8050273590552918,0.0106
"Noise__fft_coefficient__attr_""angle""__coeff_12",Noise,9.6817,11.8588,2.1771,103.3166,111.6924,9.363,20.5394,0.0202,40659.0,0.7716246742335979,0.0125
"Pressure__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.4",Pressure,0.0002,-0.0009,-0.0011,0.0088,0.0795,0.0,0.0,0.0195,45714.5,0.023118829949664705,0.2096
"Vibration__fft_coefficient__attr_""angle""__coeff_12",Vibration,-6.2991,-4.345,1.9541,102.257,118.9834,-9.0125,-7.7214,0.0176,41065.0,0.9313109474120003,0.0252
"Noise__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.4",Noise,-0.0007,-0.0095,-0.0088,0.1219,0.7973,0.0,0.0288,0.0151,39051.5,0.27212671818651735,0.2356
"Motor_Current__cwt_coefficients__coeff_10__w_2__widths_(2, 5, 10, 20)",Motor_Current,-0.0063,0.0028,0.0091,0.0553,0.8363,-0.0087,-0.0375,0.0149,42975.0,0.3825190790906947,0.4185
Noise__mean_second_derivative_central,Noise,-0.0003,0.0012,0.0015,0.0198,0.1377,-0.0004,0.0068,0.0149,39903.0,0.5027205313970832,0.3086
"Noise__change_quantiles__f_agg_""mean""__isabs_False__qh_0.2__ql_0.0",Noise,-0.0214,-0.0378,-0.0163,0.2659,1.5599,0.0,0.0,0.0143,37825.0,0.08553705236957906,0.1622
"Noise__cwt_coefficients__coeff_10__w_2__widths_(2, 5, 10, 20)",Noise,-0.0373,-0.0732,-0.0359,0.6044,3.5733,-0.0322,-0.0663,0.0137,42620.0,0.48715439374068015,0.2627
Vibration__ratio_beyond_r_sigma__r_2,Vibration,0.0392,0.0395,0.0004,0.029,0.0291,0.0333,0.0333,0.0125,40870.5,0.8453053532184747,0.0
"Motor_Current__agg_linear_trend__attr_""rvalue""__chunk_len_10__f_agg_""var""",Motor_Current,0.1142,0.1059,-0.0083,0.7212,0.6922,0.316,0.1752,0.0117,41751.0,0.7963419791635717,0.0
Noise__number_peaks__n_3,Noise,3.2591,3.2492,-0.01,0.8556,0.8399,3.0,3.0,0.0117,41511.5,0.8826246407833543,0.0379
"Pressure__cwt_coefficients__coeff_10__w_2__widths_(2, 5, 10, 20)",Pressure,-0.0009,0.0021,0.003,0.0436,0.3571,-0.0017,-0.0174,0.0116,43548.0,0.2455390530008401,0.3164
Vibration__friedrich_coefficients__coeff_0__m_3__r_30,Vibration,-0.1016,-0.1081,-0.0066,0.0,0.7889,-0.1016,-0.1016,0.0115,41237.0,1.0,0.1841
"Temperature__cwt_coefficients__coeff_10__w_2__widths_(2, 5, 10, 20)",Temperature,-0.0265,-0.0424,-0.016,0.3603,1.9478,-0.0178,0.03,0.0112,40343.0,0.6533801421897711,0.2332
"Noise__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.0",Noise,0.0062,0.0124,0.0062,0.1711,0.8232,0.0141,0.0586,0.0102,36882.5,0.028646810252063597,0.1762
"Temperature__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.4",Temperature,-0.0053,-0.0076,-0.0024,0.0565,0.3557,0.0,0.0,0.0091,40540.5,0.7233805692287917,0.1368
Temperature__permutation_entropy__dimension_3__tau_1,Temperature,1.7201,1.7207,0.0006,0.067,0.0566,1.7388,1.7388,0.0091,42323.0,0.5852247102715112,0.0359
Vibration__symmetry_looking__r_0.15000000000000002,Vibration,0.9927,0.9934,0.0007,0.0851,0.0812,1.0,1.0,0.0079,41210.0,0.926286659713128,0.0113
"Temperature__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.8",Temperature,-0.0027,-0.0107,-0.0081,0.1568,1.4659,0.0,0.0,0.0076,39025.5,0.2656881215751018,0.2742
Motor_Current__mean_second_derivative_central,Motor_Current,0.0001,0.0002,0.0001,0.002,0.0277,0.0,0.0005,0.0072,41520.0,0.8870905713074352,0.3887
"Temperature__fft_coefficient__attr_""angle""__coeff_12",Temperature,2.1535,1.3785,-0.775,102.1761,112.4558,8.9223,6.0198,0.0072,41445.0,0.9169399212860068,0.0
